Company Name,Address,City,State,ZIP Code,County,Neighborhood,Phone Number Combined,Website,Primary SIC Description,SIC Code 1,Cuisine Code Description,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Close,Sunday Open,Sunday Close,Twitter,Facebook,Record Type,WhatTypes,Rating
Cedarlane Foods,1135 E Artesia Blvd,Carson,CA,90746,Los Angeles,,(310) 886-7720,Franklyfresh.Com,,209903,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,https://twitter.com/cedarlanefoods,https://www.facebook.com/cedarlanefoods,Verified,Restaurants,3.77
Aljaneh Restaurant,9955 Sunland Blvd,Sunland,CA,91040,Los Angeles,Shadow Hills,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,3.46
Balboa Thai Food,11872 Balboa Blvd,Granada Hills,CA,91344,Los Angeles,,(818) 832-4786,,,581208,THAI,,,,,,,,,,,,,,,Verified,Restaurants,2.54
Papa John's Pizza,20772 E Arrow Hwy # Q,Covina,CA,91724,Los Angeles,Charter Oak,(626) 331-8200,Papajohns.Com,,581222,,,,,,,,,,,,,,http://www.twitter.com/papajohns,http://www.facebook.com/papajohnsus,Verified,Restaurants,2.65
Douglas Drive In Restaurant,11325 Washington Blvd,Whittier,CA,90606,Los Angeles,West Whittier-Los Nietos,(562) 699-7484,Douglasdrivein.Com,,581208,BURGERS,,,,,,,,,,,,,,http://www.facebook.com/pages/douglas-burgers/189052844455014,Verified,Restaurants,1.21
Jim's Famous Quarterpound Brgr,8749 Valley Blvd,Rosemead,CA,91770,Los Angeles,Rosemead,(626) 285-9574,,,581208,BURGERS,,,,,,,,,,,,,,,Verified,Restaurants,1.28
1 Gun Ranch LP,22634 Mansie Rd,Malibu,CA,90265,Los Angeles,,(310) 456-3810,1gunranch.Com,,701109,,,,,,,,,,,,,,http://twitter.com/onegunranch,https://www.facebook.com/1gunranch,Verified,,1.32
18th Street Arts Ctr,1639 18th St,Santa Monica,CA,90404,Los Angeles,Pico,(310) 453-3711,,,839998,,1100,1700,1100,1700,1100,1700,1100,1700,Closed,,Closed,,http://twitter.com/18thstreetarts,http://www.facebook.com/18thstreetarts,Verified,,2.32
101 Coffee Shop,6145 Franklin Ave,Los Angeles,CA,90028,Los Angeles,Hollywood Hills,(323) 467-1175,101coffeeshop.Com,,581208,AMERICAN,700,300,700,300,700,300,700,300,700,300,700,300,http://twitter.com/101coffeeshop,https://www.facebook.com/101coffeeshop,Verified,Restaurants,3.51
1642 Bar,1642 W Temple St,Los Angeles,CA,90026,Los Angeles,Echo Park,(213) 989-6836,,,581301,,1800,200,1800,200,1800,200,1800,200,1800,200,1800,Open 24 Hours,,http://www.facebook.com/pages/1642/167609646584587,Verified,Restaurants,5.65
10th Tee Bistro,16449 Piuma Ave,Cerritos,CA,90703,Los Angeles,Cerritos,(562) 916-8400,,,581208,BISTRO,,,,,,,,,,,,,,,Verified,Restaurants,1.82
1200 Riverside,1200 W Riverside Dr,Burbank,CA,91506,Los Angeles,Rancho Adjacent,(818) 843-2441,Liveat1200riverside.Com,,651303,,900,1700,900,1700,900,1700,900,1700,900,1700,900,1700,,https://facebook.com/1200riverside,Verified,,3.38
161st Street Pizzeria,3252 Cahuenga Blvd W,Los Angeles,CA,90068,Los Angeles,Hollywood Hills West,(323) 851-6161,,,581208,PIZZA,,,,,,,,,,,,,,,Verified,Restaurants,1.15
2 For 1 Pizza Co,3480 E Cesar E Chavez Ave,Los Angeles,CA,90063,Los Angeles,East Los Angeles,(323) 269-9421,2for1pizzamiami.Com,,581222,,1130,2300,1130,2300,1130,2300,1130,1500,2100,100,1130,2300,,http://www.facebook.com/pages/2-for-1-pizza/34092214970,Verified,Restaurants,4.02
02 Sushi Restaurant,245 E Colorado Blvd,Pasadena,CA,91101,Los Angeles,Downtown Pasadena,(626) 844-0239,O2sushirestaurant.Com,,581208,SUSHI,1130,2200,1130,2200,1130,2200,1130,2230,1200,2230,1630,2130,,http://www.facebook.com/o2sushipasadena,Verified,Restaurants,4.33
0 Degrees,12209 Norwalk Blvd,Norwalk,CA,90650,Los Angeles,Norwalk,(562) 465-0065,Zerodegreesco.Com,,581248,,,,,,,,,,,,,,,,Verified,Restaurants,4.70
10 Speed Coffee,23504 Calabasas Rd,Calabasas,CA,91302,Los Angeles,,(818) 225-8231,10speedcoffee.Com,,549938,,600,1800,600,1800,600,1800,600,1800,600,1800,600,1800,http://twitter.com/10speedcoffee,https://www.facebook.com/10speedcoffee,Verified,Restaurants,4.54
1810 Argentinian Restaurant,121 W Colorado Blvd,Pasadena,CA,91105,Los Angeles,Old Pasadena,(626) 795-5658,1810restaurant.Com,,581208,SOUTH AMERICAN,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300,1200,2200,,https://www.facebook.com/1810argentinianrestaurant,Verified,Restaurants,3.49
101 Noodle Express,750 E Green St,Pasadena,CA,91101,Los Angeles,Playhouse District,(626) 327-5888,Ww1.101noodleexpress.Net,,581208,ASIAN,,,,,,,,,,,,,,,Verified,Restaurants,3.10
101 Asian Kitchen Inc,7170 Beverly Blvd,Los Angeles,CA,90036,Los Angeles,,(323) 934-2999,101asiankitchen.Com,,581208,ASIAN,1100,245,1100,245,1100,245,1100,245,1100,245,1500,2300,http://twitter.com/101asiankitchen,https://www.facebook.com/101-asian-kitchen-1735500476696210,Verified,Restaurants,3.28
1 Bite Sushi,231 N LA Peer Dr,Beverly Hills,CA,90211,Los Angeles,Beverly Hills,Not Available,,,581208,SUSHI,,,,,,,,,,,,,,,Verified,Restaurants,5.66
2 Moon Bbq,480 N Western Ave,Los Angeles,CA,90004,Los Angeles,Greater Wilshire,(323) 465-6707,,,581208,BARBECUE,,,,,,,,,,,,,,,Verified,Restaurants,4.91
150 E 94th Street LLC,16217 Kittridge St,Van Nuys,CA,91406,Los Angeles,Lake Balboa,Not Available,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,5.66
1739 Public House Hollywood,1739 N Vermont Ave,Los Angeles,CA,90027,Los Angeles,Greater Griffith Park,(323) 663-1739,1739publichouse.Com,,581208,AMERICAN,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,,,Verified,Sightseeing,2.13
2 For 1 Pizza,2528 S Figueroa St,Los Angeles,CA,90007,Los Angeles,,(213) 749-4515,,,581222,,1000,2230,1000,2230,1000,2230,1000,2330,1000,2330,1000,2230,,,Verified,Restaurants,1.37
2 For 1 Pizza,1905 S Western Ave # 3,Los Angeles,CA,90018,Los Angeles,,(323) 737-2911,2for1pizzala.Com,,581208,PIZZA,1000,2230,1000,2230,1000,2230,1000,2330,1000,2330,1000,2230,,,Verified,Restaurants,4.28
1177 Creative Studio,1100 Wilshire Blvd # 2410,Los Angeles,CA,90017,Los Angeles,Downtown Los Angeles,(213) 403-1711,,,841202,,,,,,,,,,,,,,,,Verified,Sightseeing,1.10
1 Family 1 Restaurant,40320 Nido Ct # 2b,Palmdale,CA,93551,Los Angeles,,(805) 603-1317,1f1r.Com,,581208,,,,,,,,,,,,,,http://twitter.com/1f1rfoundation,http://www.facebook.com/1f1rfoundation/?ref=hl,Verified,Restaurants,1.14
1 Love Bakery,17928 Ventura Blvd,Encino,CA,91316,Los Angeles,Encino,(818) 881-1100,,,581208,BAKERY,,,,,,,,,,,,,,,Verified,Restaurants,2.68
1 Oak L A,9039 W Sunset Blvd,West Hollywood,CA,90069,Los Angeles,West Hollywood,(310) 274-2326,1oakla.Com,,581304,,,,,,,,,,,,,,,http://www.facebook.com/1oakla,Verified,Restaurants,5.29
1000 Degrees Pizzeria LLC,9420 Reseda Blvd # 3,Northridge,CA,91324,Los Angeles,Northridge East,Not Available,,,581208,PIZZA,,,,,,,,,,,,,,,Verified,Restaurants,2.14
101 Bar & Bbq,10631 Valley Mall,El Monte,CA,91731,Los Angeles,Downtown El Monte,(626) 579-6888,101bbq.Com,,581208,BARBECUE,,,,,,,,,,,,,,,Verified,Restaurants,5.15
101 Hot Pot Cafe,140 W Valley Blvd # 108,San Gabriel,CA,91776,Los Angeles,,(626) 288-7088,,,581208,ASIAN,,,,,,,,,,,,,,http://www.facebook.com/pages/101hotpot/169773973078725,Verified,Restaurants,2.16
101 Noodle Express,1408 E Valley Blvd,Alhambra,CA,91801,Los Angeles,Alhambra,(626) 300-8654,101noodleexpress.Com,,581208,ASIAN,1100,100,1100,100,1100,100,1100,100,1100,100,1100,100,,,Verified,Restaurants,1.29
101 Noodle Express,1025 S Baldwin Ave,Arcadia,CA,91007,Los Angeles,Arcadia,(626) 446-8855,101noodleexpress.Com,,581208,ASIAN,1100,100,1100,100,1100,100,1100,100,1100,100,1100,100,,,Verified,Restaurants,3.40
101 Noodle Express & Grill,500 N Atlantic Blvd # 109,Monterey Park,CA,91754,Los Angeles,Monterey Park,(626) 281-6888,101noodleexpresstogo.Com,,581208,ASIAN,1100,2300,1100,2300,1100,2300,1100,Open 24 Hours,1100,Open 24 Hours,1100,2300,,,Verified,Restaurants,5.83
101 North Eatery & Bar,30760 Russell Ranch Rd # D,Westlake Village,CA,91362,Los Angeles,,(805) 852-1588,101northeateryandbar.Com,,581208,,1600,2300,1600,2300,1600,2300,Open 24 Hours,Open 24 Hours,Closed,,Closed,,,https://www.facebook.com/101northeateryandbar,Verified,Restaurants,3.39
101 Restaurant Group,101 S Main St,Pomona,CA,91766,Los Angeles,Downtown Pomona,Not Available,,,581220,,,,,,,,,,,,,,,,Verified,Restaurants,2.37
10e,811 W 7th St,Los Angeles,CA,90017,Los Angeles,Downtown Los Angeles,(213) 488-1096,10erestaurant.Com,,581208,MIDDLE EASTERN,1100,2230,1100,2230,1100,2330,1100,2330,1100,2330,1100,2230,http://twitter.com/10e_dtla,https://www.facebook.com/10erestaurant,Verified,,4.84
10th Hole Bar & Grill,1456 E Mendocino St,Altadena,CA,91001,Los Angeles,,(626) 797-3821,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,1.17
110 & Bellevue,465 S Arroyo Pkwy,Pasadena,CA,91105,Los Angeles,Raymond Hill,(626) 204-2266,Wholefoodsmarket.Com,,581208,,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,http://www.twitter.com/wholefoods,http://www.facebook.com/wholefoods,Verified,,3.71
11123 Long Beach LTD,11123 Long Beach Blvd,Lynwood,CA,90262,Los Angeles,Lynwood,(310) 637-9222,,,581230,,,,,,,,,,,,,,,,Verified,,1.50
1160 Lounge,1160 N Vermont Ave,Los Angeles,CA,90029,Los Angeles,East Hollywood,(323) 315-1845,Thehollywoodhotel.Com,,581303,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/hollywoodhotel1,http://www.facebook.com/thehollywoodhotel,Verified,Restaurants,2.76
12 Tamales,1243 N Virgil Ave # 2,Los Angeles,CA,90029,Los Angeles,East Hollywood,Not Available,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,5.14
120 South Los Angeles Street,120 S Los Angeles St,Los Angeles,CA,90012,Los Angeles,Historic Cultural,Not Available,,,701101,,,,,,,,,,,,,,,,Verified,,3.86
12131 Saticoy Villas,16114 Hart St,Van Nuys,CA,91406,Los Angeles,Lake Balboa,Not Available,,,701116,,,,,,,,,,,,,,,,Verified,,3.03
123 Pho,210 E 3rd St # E,Long Beach,CA,90802,Los Angeles,Downtown Long Beach,Not Available,,,581208,VIETNAMESE,,,,,,,,,,,,,,,Verified,Restaurants,5.14
12sixty Modern Pub & Kitchen,14299 Firestone Blvd,La Mirada,CA,90638,Los Angeles,La Mirada,(714) 690-2154,12sixty.Com,,581208,AMERICAN,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,600,Open 24 Hours,,http://www.facebook.com/12sixtympk,Verified,Restaurants,5.56
14th Street Grille LLC,1547 14th St,Santa Monica,CA,90404,Los Angeles,Pico,(310) 260-3171,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,4.20
1727 Hudson Hospitality LLC,6541 Hollywood Blvd,Los Angeles,CA,90028,Los Angeles,Hollywood Hills West,(323) 465-1902,Novacancyla.Com,,701101,,,,,,,,,,,,,,,,Verified,,2.42
1730 Western Inc,1730 S Western Ave,Los Angeles,CA,90006,Los Angeles,,(323) 732-9222,,,581208,,,,,,,,,,,,,,,,Verified,Hotels,5.42
18th Street Coffee House,1725 Broadway,Santa Monica,CA,90404,Los Angeles,Pico,(310) 264-0662,,,581228,,,,,,,,,,,,,,,,Verified,Restaurants,5.69
2 For 1 Pizza Co,10678 Balboa Blvd,Granada Hills,CA,91344,Los Angeles,,(818) 366-0255,241pizza.Com,,581208,PIZZA,,,,,,,,,,,,,http://twitter.com/241_pizza,http://www.facebook.com/pages/241-pizza/210651442359909,Verified,Restaurants,2.98
2 John's Ice Cream Inc,24305 Town Center Dr # 100,Valencia,CA,91355,Los Angeles,,Not Available,,,581203,,,,,,,,,,,,,,,,Verified,Restaurants,5.71
2 Musketeers Pizza Inc,10652 Riverside Dr,North Hollywood,CA,91602,Los Angeles,Greater Toluca Lake,Not Available,,,581208,PIZZA,,,,,,,,,,,,,,,Verified,Restaurants,1.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77
Lux Academy Of Visual Arts,5396 Alhambra Ave,Los Angeles,CA,90032,Los Angeles,,(323) 222-1044,Luxacademy.Org,,841202,,,,,,,,,,,,,,,,Verified,Sightseeing,2.01
Tacos Por Favor,1220 E 1st St,Los Angeles,CA,90033,Los Angeles,Boyle Heights,(323) 604-0255,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,2.09
Johny's Kitchen,5151 State University Dr,Los Angeles,CA,90032,Los Angeles,University Hills,(323) 343-6923,,,581208,MEDITERRANEAN,700,1900,700,1900,700,1900,700,1500,Closed,,Closed,,http://twitter.com/superpages,http://www.facebook.com/pages/johnys-kitchen-csula/162022147178845,Verified,Restaurants,2.39
Arturos Tacos,6319 Avalon Blvd,Los Angeles,CA,90003,Los Angeles,Florence,(323) 751-4302,Arturos-Tacos.Com,,581208,MEXICAN,600,2130,600,2130,600,2130,600,2130,600,2130,600,2130,,,Verified,Restaurants,1.43
No Bar,10622 Magnolia Blvd,North Hollywood,CA,91601,Los Angeles,Mid-Town North Hollywood,(818) 753-0545,Vintagebargroup.Com,,581208,,1900,200,1900,200,1900,200,1900,200,1900,200,2000,200,http://twitter.com/vintagebargroup,http://www.facebook.com/pages/no-bar-north-hollywood/197095170325934,Verified,Restaurants,5.65
Catalina Island Inn,125 Metropole Ave,Avalon,CA,90704,Los Angeles,,(310) 510-1623,Catalinaislandinn.Com,,701101,,,,,,,,,,,,,,,,Verified,Hotels,5.46
Scarlet Lady Saloon,5411 Sepulveda Blvd,Culver City,CA,90230,Los Angeles,Sunkist Park,(310) 391-9079,,,581301,,600,200,600,200,600,200,600,200,600,200,600,200,,https://www.facebook.com/thescarletladysaloon,Verified,Sightseeing,1.25
Atkins Hotel Advisory,PO Box 491308,Los Angeles,CA,90049,Los Angeles,,(310) 607-9101,Atkinshoteladvisory.Com,,701101,,,,,,,,,,,,,,,,Verified,,1.29
Krispy Kreme Doughnuts,748 W Rancho Vista Blvd # F,Palmdale,CA,93551,Los Angeles,,(661) 575-9821,Krispykreme.Com,,546105,,530,2200,530,2200,530,2200,530,2200,530,2200,530,2200,http://twitter.com/krispykreme,http://www.facebook.com/krispykreme,Verified,Restaurants,5.56
Panda Express,37134 47th St E # D,Palmdale,CA,93552,Los Angeles,,(661) 285-2859,Pandaexpress.Com,,581208,CHINESE,1000,2200,1000,2200,1000,2200,1000,2230,1000,2230,1000,2200,http://twitter.com/pandaexpress,http://www.facebook.com/pandaexpress,Verified,Restaurants,5.30
Sako's Sandwich Shop,12000 Slauson Ave # 19,Santa Fe Springs,CA,90670,Los Angeles,Santa Fe Springs,(562) 693-1138,Sakossandwichshop.Com,,581208,DELI,,,,,,,,,,,,,,,Verified,Restaurants,1.06
Rain Bar & Lounge,12215 Ventura Blvd,Studio City,CA,91604,Los Angeles,Studio City,(818) 448-3540,Rainstudiocity.Com,,581301,,,,,,,,,,,,,,,,Verified,Restaurants,1.52
In-Chan Thai Cuisine,15333 Sherman Way # B,Van Nuys,CA,91406,Los Angeles,Van Nuys,(818) 781-1230,In-Chanthai.Com,,581208,THAI,,,,,,,,,,,,,,,Verified,Restaurants,3.35
Hacor Inc,8506 Osage Ave,Los Angeles,CA,90045,Los Angeles,Westchester,(310) 645-9011,Hacorinflight.Com,,581212,,,,,,,,,,,,,,,,Verified,,3.31
Mc Donald's,2861 E Foothill Blvd,Pasadena,CA,91107,Los Angeles,,(626) 792-9713,Mcdonalds.Com,,581208,BURGERS,500,1200,500,1200,500,1200,500,1200,500,1200,500,1200,http://twitter.com/mcdonalds,http://www.facebook.com/mcdonaldsus,Verified,Restaurants,4.69
Chili's Grill & Bar,1912 Foothill Blvd,La Verne,CA,91750,Los Angeles,Foothill Corridor,(909) 596-1666,Chilis.Com,,581208,AMERICAN,1100,2230,1100,2230,1100,2230,1100,2330,1100,2330,1100,2200,http://twitter.com/intent/follow,http://www.facebook.com/chilis/,Verified,Restaurants,5.78
SUBWAY,1042 E Avenue J,Lancaster,CA,93535,Los Angeles,Lincoln,(661) 949-8567,Subway.Com,,581208,DELI,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,http://twitter.com/subway,http://www.facebook.com/subway,Verified,Restaurants,2.28
Whole Foods Market,1425 Montana Ave,Santa Monica,CA,90403,Los Angeles,North Of Montana,(310) 576-4707,Wholefoodsmarket.Com,,541105,,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,http://www.twitter.com/wholefoods,http://www.facebook.com/wholefoods,Verified,Restaurants,3.95
In-N-Out Burger,9245 Venice Blvd,Los Angeles,CA,90034,Los Angeles,Palms,(800) 786-1000,In-N-Out.Com,,581208,BURGERS,1030,100,1030,100,1030,100,1030,130,1030,130,1030,100,http://twitter.com/innoutburger,http://www.facebook.com/innout,Verified,Restaurants,4.29
Jack In The Box,3032 Palo Verde Ave,Long Beach,CA,90808,Los Angeles,,(562) 496-0741,Jackinthebox.Com,,581208,BURGERS,600,100,600,100,600,200,600,300,600,300,600,Open 24 Hours,http://twitter.com/jackbox,http://www.facebook.com/jackinthebox,Verified,Restaurants,3.55
Olive It,6231 W 87th St,Los Angeles,CA,90045,Los Angeles,Westchester,(310) 242-2092,Oliveit.Com,,581209,,1130,1630,1130,1630,1130,1630,1130,1630,1130,1530,Closed,,,http://www.facebook.com/pages/olive-it/167776123232554,Verified,Restaurants,5.62
Aloha Teriyaki Sushi & Roll,425 E Foothill Blvd # A,Azusa,CA,91702,Los Angeles,Azusa,(626) 334-5253,Alohasushiroll.Com,,581208,HAWAIIAN,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200,1100,2100,,http://www.facebook.com/pages/aloha-teriyaki-roll/600771506659197,Verified,Restaurants,3.58
Big John's,514 Center St,El Segundo,CA,90245,Los Angeles,El Segundo,(310) 643-9360,Bigjohns.Com,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,2.77
Waffa's Kitchen,221 W Foothill Blvd,Glendora,CA,91741,Los Angeles,Glendora,(626) 914-3500,Waffaskitchen.Com,,581208,MEDITERRANEAN,800,1900,800,1900,800,1900,800,1900,800,1900,900,1800,,http://www.facebook.com/pages/waffas-kitchen/229954703719124,Verified,Restaurants,5.88
Satu Thai Bistro,160 W Sierra Madre Ave,Azusa,CA,91702,Los Angeles,Azusa,(626) 334-9800,Satuthai.Eat24hour.Com,,581208,BISTRO,1100,1500,1100,1500,1100,1500,1100,1500,1100,1500,1100,1500,,http://www.facebook.com/satuthaibistro,Verified,Restaurants,4.11
Htein Sushi Bar Inc,14049 Ventura Blvd,Sherman Oaks,CA,91423,Los Angeles,Sherman Oaks,Not Available,,,581208,SUSHI,,,,,,,,,,,,,,,Verified,,5.76
Maguel Bar & Grill,5280 E Washington Blvd,Commerce,CA,90040,Los Angeles,,(323) 269-2442,,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,2.16
Panda Express,1641 S Alameda St # 102,Compton,CA,90220,Los Angeles,,(310) 603-0740,Pandaexpress.Com,,581208,CHINESE,1000,2200,1000,2200,1000,2230,1000,2230,1000,2230,1000,2200,http://twitter.com/pandaexpress,http://www.facebook.com/pandaexpress,Verified,Restaurants,1.31
Mr Taco,2529 S San Pedro St,Los Angeles,CA,90011,Los Angeles,South Central La,(213) 744-9915,,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,5.32
Starbucks,475 Foothill Blvd # M,La Canada Flintridge,CA,91011,Los Angeles,La Canada Flintridge,(818) 790-7151,Starbucks.Com,,581228,,430,2030,430,2030,430,2030,Closed,,Closed,,500,1930,http://twitter.com/starbucks,http://www.facebook.com/starbucks,Verified,Restaurants,4.83
Secret Garden Bed & Breakfast,8039 Selma Ave,Los Angeles,CA,90046,Los Angeles,,(323) 656-8111,Bedandbreakfast.Com,,701107,,,,,,,,,,,,,,http://twitter.com/canyonvillaaz,http://www.facebook.com/historicwindsor,Verified,Hotels,1.47
Residence Inn By Marriott Los,1700 N Sepulveda Blvd,Manhattan Beach,CA,90266,Los Angeles,Eastside Manhattan Beach,(310) 421-3100,Marriott.Com,,701101,,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,,,Verified,Hotels,2.38
In-N-Out Burger,922 Gayley Ave,Los Angeles,CA,90024,Los Angeles,Westwood Village,(800) 786-1000,In-N-Out.Com,,581208,BURGERS,1030,100,1030,100,1030,100,1030,130,1030,130,1030,100,http://twitter.com/innoutburger,http://www.facebook.com/innout,Verified,Restaurants,3.65
Jack In The Box,4069 W Century Blvd,Inglewood,CA,90304,Los Angeles,,(310) 419-8153,Jackinthebox.Com,,581208,BURGERS,600,200,600,200,600,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,400,200,http://twitter.com/jackbox,http://www.facebook.com/jackinthebox,Verified,Restaurants,1.78
Paulys Place Inc,321 E Alameda Ave # H,Burbank,CA,91502,Los Angeles,,(818) 845-7019,,,581209,,,,,,,,,,,,,,,,Verified,,5.88
Rios Barber Shop,17746 Saticoy St,Reseda,CA,91335,Los Angeles,Reseda,(818) 344-0105,,,724101,,,,,,,,,,,,,,,,Verified,,3.31
Denny's,5570 E Pacific Coast Hwy,Long Beach,CA,90804,Los Angeles,Alamitos Heights,(562) 498-1897,Dennys.Com,,581208,AMERICAN,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,Open 24 Hours,http://twitter.com/dennysdiner,http://www.facebook.com/dennys,Verified,Restaurants,1.80
Church's Chicken,1811 W Jefferson Blvd,Los Angeles,CA,90018,Los Angeles,,(323) 733-2728,Churchs.Com,,581208,CHICKEN,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,http://twitter.com/churchschicken,http://www.facebook.com/churchschicken,Verified,Restaurants,1.21
Pizza Pasha Corp,1159 N Pacific Ave,Glendale,CA,91202,Los Angeles,Glenwood,(818) 937-9929,,,581222,,,,,,,,,,,,,,,,Verified,,1.18
Orange Bean Coffee,324 S Beverly Dr # 600,Beverly Hills,CA,90212,Los Angeles,Beverly Hills,Not Available,,,581228,,,,,,,,,,,,,,,,Verified,Restaurants,4.95
Le Petite Patisserie,1017 N Brand Blvd,Glendale,CA,91202,Los Angeles,Verdugo Viejo,(818) 550-1755,,,581208,BAKERY,,,,,,,,,,,,,,http://www.facebook.com/menupix,Verified,Restaurants,2.27
Star's Drive-In,20445 Sherman Way,Winnetka,CA,91306,Los Angeles,Winnetka,(818) 716-9366,Starsdiner.Com,,581208,BURGERS,630,2200,630,2200,630,2200,630,2200,630,2200,630,2200,,https://www.facebook.com/stars-drive-in-diner-635625999900090,Verified,Restaurants,4.43
Sepan,3404 Glendale Blvd,Los Angeles,CA,90039,Los Angeles,,(323) 661-7501,Sepanhall.Com,,581223,,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,http://twitter.com/sepan_earth,http://www.facebook.com/sepanbaquethall,Verified,,4.39
Sepan Chicken,3324 Glendale Blvd,Los Angeles,CA,90039,Los Angeles,,(323) 669-0616,Sepanchicken.Com,,581208,CHICKEN,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,,https://www.facebook.com/sepan-chicken-173219662767529,Verified,,4.39
Green Garden Cafe,510 S Glenoaks Blvd,Burbank,CA,91502,Los Angeles,,(818) 567-0170,Burbankgreengardencafe.Com,,581208,,,,,,,,,,,,,,,,Verified,Restaurants,5.11
Tumby's Pizza,1041 W Manchester Blvd,Inglewood,CA,90301,Los Angeles,,(310) 641-1203,,,581222,,,,,,,,,,,,,,,,Verified,Restaurants,2.61
Los Burritos Inc,1312 Echo Park Ave,Los Angeles,CA,90026,Los Angeles,Echo Park,(213) 977-9102,Losburritosinc.Com,,581208,MEXICAN,,,,,,,,,,,,,,,Verified,Restaurants,1.57
Domino's,7021 Atlantic Ave,Bell,CA,90201,Los Angeles,Bell,(323) 560-6660,Dominos.Com,,581222,,1000,100,1000,100,1000,100,1000,200,1000,200,1000,100,http://twitter.com/dominos,http://www.facebook.com/dominos,Verified,Restaurants,4.22
